transaction_id,amount,transaction_time,merchant_type,location,device_type,customer_id,is_fraud
492,3101.04,3748,Shopping,Bangalore,Mobile,5925,0
493,1387.63,66629,Fuel,Bangalore,Web,8250,0
494,941.42,80764,Shopping,Bangalore,Mobile,6783,0
495,2319.03,20884,Travel,Hyderabad,POS,7723,0
496,1767.41,25183,Bills,Delhi,Mobile,1184,0
497,2918.7,81570,Travel,Bangalore,POS,1521,0
498,389.6,71246,Fuel,Bangalore,Web,2248,0
499,4872.0,19259,Bills,Hyderabad,Mobile,2002,0
500,4931.07,35959,Travel,Hyderabad,Web,7266,0
501,3491.11,33457,Online,Hyderabad,POS,7444,0
502,2680.95,85679,Food,Delhi,Web,8017,0
503,1548.33,2103,Bills,Bangalore,POS,9585,0
504,4069.16,65901,Food,Mumbai,POS,2617,0
505,3423.97,44535,Shopping,Mumbai,POS,1660,0
506,813.92,16103,Travel,Bangalore,Web,6524,0
507,4554.72,78278,Shopping,Bangalore,Web,8616,0
508,4112.86,12391,Bills,Bangalore,Mobile,6250,0
509,4749.05,28901,Food,Bangalore,Mobile,8512,0
510,3628.87,81159,Food,Delhi,Web,7905,0
511,3067.46,67914,Travel,Mumbai,Web,1319,1
512,2091.8,50357,Bills,Chennai,Web,9775,0
513,4663.71,38437,Online,Mumbai,Web,4600,0
514,4330.45,35503,Online,Mumbai,POS,6960,0
515,227.05,75403,Travel,Hyderabad,POS,6279,0
516,132.81,41258,Bills,Bangalore,POS,9773,0
517,1882.94,33724,Travel,Bangalore,Web,2767,0
518,4052.96,64286,Bills,Bangalore,POS,2798,0
519,4936.39,74842,Shopping,Hyderabad,POS,9949,0
520,752.93,14908,Travel,Delhi,Mobile,1282,0
521,2971.06,50626,Bills,Delhi,Mobile,7337,0
522,1905.07,37228,Online,Chennai,POS,6166,0
523,4849.6,23386,Bills,Delhi,POS,8121,0
524,4210.75,46754,Bills,Delhi,POS,8409,0
525,4191.81,28302,Travel,Bangalore,Web,6489,0
526,2344.0,60815,Shopping,Mumbai,Mobile,5896,0
527,2074.68,84748,Shopping,Delhi,Mobile,1130,0
528,1367.76,63344,Shopping,Delhi,Mobile,2293,0
529,282.82,35618,Shopping,Hyderabad,POS,7059,0
530,4323.75,76234,Fuel,Chennai,Web,7957,0
531,4064.69,61114,Travel,Hyderabad,Mobile,1060,0
532,4998.59,70130,Food,Bangalore,Mobile,3211,0
533,4983.19,25525,Travel,Mumbai,Web,7276,0
534,2777.6,79818,Fuel,Chennai,POS,6363,0
535,3845.17,14334,Shopping,Hyderabad,POS,9152,0
536,4723.88,62767,Fuel,Delhi,Mobile,8973,1
537,4248.39,6644,Online,Delhi,Mobile,1037,0
538,1237.49,32933,Online,Chennai,Web,6990,0
539,2253.27,43469,Travel,Delhi,Mobile,6438,0
540,646.67,33687,Travel,Hyderabad,Web,8677,0
541,4770.3,52656,Food,Hyderabad,Mobile,1473,0
542,3031.27,17375,Food,Delhi,Mobile,1058,0
543,1143.99,65206,Online,Delhi,Mobile,3636,0
544,3358.83,36607,Shopping,Bangalore,POS,3614,0
545,3091.02,83178,Fuel,Mumbai,Web,8296,0
546,1791.46,23993,Food,Chennai,Web,5999,0
547,568.67,44386,Bills,Hyderabad,POS,9276,0
548,3358.19,46287,Food,Chennai,POS,4797,1
549,2602.02,76312,Shopping,Bangalore,POS,3674,0
550,3861.82,75324,Shopping,Hyderabad,Web,7436,0
551,2601.3,71196,Travel,Bangalore,Mobile,4120,0
552,4261.06,70014,Fuel,Bangalore,POS,3076,0
553,2759.98,8210,Shopping,Delhi,POS,4190,0
554,2805.13,10922,Food,Chennai,POS,5787,0
555,4383.39,36289,Food,Chennai,Mobile,7056,0
556,2018.01,33340,Online,Delhi,Mobile,8494,0
557,670.94,39850,Shopping,Chennai,POS,4577,0
558,144.88,56984,Bills,Delhi,Mobile,5741,0
559,3775.93,84178,Travel,Hyderabad,POS,7832,0
560,3101.93,11094,Fuel,Bangalore,Mobile,3581,0
561,3520.69,33418,Bills,Bangalore,Web,4787,0
562,1065.61,5741,Travel,Chennai,Web,9707,0
563,682.72,72374,Food,Mumbai,Mobile,8103,0
564,73.71,68798,Bills,Bangalore,Web,1932,0
565,1753.59,70532,Travel,Delhi,Web,2663,0
566,2950.0,22164,Food,Mumbai,Web,9748,0
567,1961.83,35595,Food,Mumbai,POS,8914,0
568,2187.94,30257,Food,Bangalore,Mobile,5852,0
569,4520.89,14211,Food,Bangalore,Mobile,2104,0
570,1741.93,5232,Food,Bangalore,Mobile,2270,0
571,2570.43,67753,Online,Delhi,Web,4646,0
572,3918.48,52691,Bills,Mumbai,POS,6087,0
573,1983.32,79768,Travel,Chennai,Mobile,5723,0
574,3110.81,25613,Online,Delhi,Web,3054,0
575,4311.96,14026,Online,Hyderabad,POS,7658,0
576,4747.65,53535,Shopping,Bangalore,POS,2842,0
577,736.22,30908,Shopping,Mumbai,Mobile,3802,0
578,4633.01,52113,Shopping,Delhi,Mobile,8735,1
579,2461.09,19610,Fuel,Hyderabad,Web,9201,0
580,1291.96,46646,Shopping,Delhi,Mobile,9313,0
581,2296.22,63185,Travel,Delhi,Web,7105,0
582,4900.18,72567,Online,Chennai,POS,3560,0
583,2463.6,47574,Travel,Chennai,POS,4037,0
584,1644.43,36182,Bills,Delhi,POS,9632,0
585,3167.37,570,Shopping,Hyderabad,POS,3749,0
586,1201.49,19288,Fuel,Mumbai,Mobile,1590,0
587,380.24,78824,Bills,Mumbai,Mobile,2368,0
588,645.27,29877,Fuel,Bangalore,Web,2361,0
589,641.1,84425,Bills,Bangalore,Web,9128,0
590,760.36,917,Online,Mumbai,Web,4773,0
591,695.0,75602,Travel,Delhi,Web,3064,0
592,3204.73,64575,Food,Delhi,Web,3415,0
593,910.22,72518,Travel,Chennai,POS,3951,0
594,1728.99,39104,Shopping,Chennai,POS,6616,0
595,4484.05,18062,Food,Bangalore,POS,8975,0
596,2370.33,16999,Fuel,Mumbai,Web,8101,0
597,3338.12,61845,Online,Delhi,POS,6003,0
598,862.43,9941,Online,Mumbai,POS,9306,0
599,962.25,61169,Fuel,Hyderabad,POS,7243,0
600,205.3,23470,Shopping,Mumbai,POS,7581,0
601,845.51,59821,Fuel,Hyderabad,Mobile,9330,0
602,1393.67,44435,Bills,Chennai,Web,5923,0
603,885.88,4529,Shopping,Chennai,Web,7467,0
604,444.42,83055,Food,Bangalore,Mobile,5941,0
605,604.06,12192,Fuel,Mumbai,POS,7437,0
606,2304.43,74102,Shopping,Mumbai,POS,7076,0
607,1032.46,72762,Food,Hyderabad,POS,6648,0
608,1821.99,34087,Fuel,Chennai,Web,9001,0
609,2517.58,66677,Online,Hyderabad,Web,2315,0
610,3452.28,4627,Fuel,Chennai,Web,1073,0
611,197.52,56541,Travel,Hyderabad,Web,9675,0
612,3997.25,68226,Fuel,Chennai,Web,2549,0
613,3139.87,3255,Travel,Hyderabad,Mobile,2359,0
614,409.71,57433,Food,Chennai,Web,2896,0
615,4368.02,5213,Fuel,Hyderabad,POS,7659,0
616,4604.44,19404,Food,Mumbai,Web,6246,0
617,306.33,25380,Food,Bangalore,Mobile,7967,0
618,1385.11,19173,Shopping,Hyderabad,POS,7661,0
619,4031.2,53027,Food,Bangalore,Mobile,1510,0
620,3741.55,23989,Food,Mumbai,POS,9614,0
621,923.42,24519,Fuel,Mumbai,Web,3432,0
622,1047.54,22439,Fuel,Chennai,Mobile,2906,0
623,1852.99,76949,Online,Bangalore,POS,1064,0
624,2423.13,14995,Shopping,Delhi,Web,5928,0
625,3091.66,23559,Food,Chennai,POS,5710,0
626,1845.2,5021,Shopping,Bangalore,Mobile,7124,0
627,2313.21,21119,Travel,Hyderabad,Mobile,8837,0
628,3737.61,51539,Food,Hyderabad,Mobile,1800,0
629,184.38,39350,Shopping,Mumbai,Mobile,7063,0
630,1262.93,46223,Online,Delhi,Web,9469,0
631,3567.03,25517,Online,Hyderabad,POS,7109,0
632,4476.14,78653,Food,Bangalore,Web,7659,0
633,2558.88,22250,Travel,Bangalore,Mobile,2238,0
634,2661.04,84486,Online,Hyderabad,POS,7582,0
635,536.75,82895,Online,Bangalore,Mobile,5523,0
636,2237.61,66798,Travel,Bangalore,Web,6620,0
637,2663.55,54199,Shopping,Mumbai,Web,2486,0
638,1213.11,59546,Online,Delhi,Web,5681,0
639,1346.95,3327,Fuel,Mumbai,POS,5470,0
640,1887.04,29768,Bills,Delhi,POS,6619,0
641,101.34,64418,Bills,Bangalore,Mobile,9284,0
642,1611.07,42788,Online,Delhi,POS,8177,0
643,1058.03,82384,Shopping,Bangalore,POS,6441,0
644,1638.16,46830,Shopping,Bangalore,Web,2840,0
645,599.69,52446,Food,Mumbai,Mobile,6397,0
646,4452.75,15160,Fuel,Mumbai,Web,2621,0
647,2968.37,56583,Shopping,Chennai,Mobile,2561,0
648,3395.83,33998,Travel,Hyderabad,Mobile,6849,0
649,3946.07,27230,Fuel,Chennai,POS,2416,0
650,2492.71,9076,Bills,Chennai,Web,5190,0
651,435.51,69341,Fuel,Delhi,POS,6054,0
652,2686.0,31085,Travel,Bangalore,POS,2130,0
653,2934.62,55571,Online,Bangalore,POS,4597,0
654,3727.45,14715,Travel,Bangalore,Mobile,3118,0
655,2158.87,5750,Travel,Hyderabad,Web,1663,0
656,638.77,78768,Online,Delhi,Web,3634,0
657,1419.6,35903,Online,Delhi,POS,3774,0
658,1816.05,72489,Online,Bangalore,Mobile,7194,0
659,3229.94,32093,Online,Chennai,Web,4969,0
660,2854.32,34314,Online,Hyderabad,Web,4490,0
661,1781.13,48225,Travel,Chennai,POS,2523,0
662,4932.59,83014,Food,Mumbai,Mobile,9053,0
663,3029.27,35179,Food,Delhi,POS,1987,0
664,1186.9,25338,Shopping,Delhi,Web,8915,0
665,509.81,69681,Food,Chennai,Mobile,7403,0
666,765.14,32101,Bills,Hyderabad,POS,6321,0
667,1230.54,2775,Food,Delhi,Web,4845,0
668,804.25,45619,Travel,Chennai,POS,7301,0
669,933.65,45838,Online,Hyderabad,POS,1098,0
670,1426.19,19539,Online,Chennai,POS,3288,0
671,867.69,57124,Travel,Hyderabad,Mobile,5297,0
672,4483.93,65149,Bills,Bangalore,Web,9825,0
673,402.09,26616,Food,Hyderabad,Web,8796,0
674,2623.03,79655,Travel,Mumbai,Web,8263,0
675,2052.57,54567,Shopping,Bangalore,Web,9770,0
676,4911.91,37099,Online,Chennai,Mobile,4959,0
677,561.08,75831,Fuel,Bangalore,POS,8385,0
678,1989.88,61799,Shopping,Bangalore,Web,9464,0
679,4847.38,25479,Bills,Chennai,Mobile,6338,0
680,4327.67,46172,Shopping,Chennai,POS,5881,0
681,4085.54,55863,Travel,Mumbai,Mobile,4954,0
682,1290.26,42043,Food,Chennai,Mobile,4927,0
683,855.27,82569,Online,Delhi,Web,9644,0
684,3343.55,15408,Bills,Delhi,Web,5911,0
685,4646.95,57980,Bills,Mumbai,POS,1413,0
686,2784.26,82956,Fuel,Hyderabad,POS,2550,0
687,2858.49,16351,Shopping,Hyderabad,Web,5526,0
688,1400.62,4131,Fuel,Delhi,Mobile,8141,0
689,3847.7,44825,Food,Chennai,Web,7571,0
690,936.03,11349,Food,Mumbai,POS,2946,0
691,1619.07,60931,Fuel,Hyderabad,Mobile,6203,0
692,2127.76,44254,Online,Hyderabad,Mobile,1191,0
693,2538.54,38225,Food,Bangalore,Mobile,1040,0
694,1212.81,12453,Fuel,Delhi,Web,6892,0
695,575.07,18814,Shopping,Chennai,Web,4449,0
696,3053.49,18263,Fuel,Mumbai,POS,9327,0
697,1443.86,77694,Fuel,Hyderabad,Mobile,6909,1
698,2906.61,15735,Travel,Bangalore,Mobile,2941,0
699,772.66,15830,Food,Delhi,Web,5221,0
700,2406.22,47893,Online,Delhi,POS,8524,0
701,2663.41,44673,Online,Mumbai,POS,7543,0
702,260.07,45066,Travel,Hyderabad,Mobile,7222,0
703,1683.68,3373,Bills,Mumbai,Web,9580,0
704,672.94,10335,Online,Mumbai,Mobile,2558,0
705,317.81,23741,Fuel,Bangalore,Web,3121,0
706,4949.81,10692,Travel,Delhi,POS,2028,0
707,1612.45,47295,Shopping,Chennai,Mobile,9273,1
708,4049.56,45541,Food,Delhi,Mobile,6656,0
709,1273.95,34057,Food,Delhi,Mobile,9967,0
710,3407.83,66983,Food,Bangalore,POS,4038,0
711,3801.38,19583,Fuel,Chennai,Mobile,2878,1
712,2978.6,22765,Shopping,Hyderabad,POS,3271,0
713,2358.41,59287,Travel,Chennai,Web,2607,0
714,2059.79,23906,Travel,Hyderabad,POS,4139,0
715,1744.99,85103,Food,Chennai,Web,1605,0
716,4647.72,79675,Shopping,Mumbai,POS,5735,0
717,4153.27,46525,Shopping,Chennai,POS,4665,0
718,4825.17,38230,Shopping,Bangalore,Mobile,6852,1
719,622.36,19520,Online,Hyderabad,POS,6462,0
720,3654.61,85238,Online,Delhi,Mobile,3144,0
721,4691.76,51934,Food,Bangalore,Web,5270,0
722,906.98,25566,Shopping,Hyderabad,Web,9107,0
723,333.41,73193,Bills,Hyderabad,Mobile,2376,0
724,3705.86,30134,Shopping,Delhi,Web,4462,0
725,2872.79,10345,Travel,Mumbai,POS,1347,0
726,4209.3,41185,Travel,Bangalore,Mobile,1000,0
727,699.72,70744,Food,Delhi,Mobile,1062,0
728,3976.54,33455,Bills,Delhi,Mobile,2783,0
729,1008.93,28018,Shopping,Mumbai,Web,9417,0
730,819.12,54219,Bills,Bangalore,Web,7566,0
731,822.16,45991,Food,Delhi,POS,2042,0
732,4073.06,73616,Travel,Mumbai,POS,2234,0
733,3326.32,9486,Travel,Bangalore,Mobile,2984,0
734,2615.8,38862,Online,Chennai,POS,2594,0
735,1794.79,58870,Food,Hyderabad,Web,7257,0
736,4386.13,43856,Food,Mumbai,POS,2952,0
737,1962.83,86055,Shopping,Hyderabad,Web,2695,0
738,4083.18,31379,Shopping,Chennai,POS,1954,0
739,2196.24,64729,Online,Delhi,Web,4291,0
740,1885.35,28378,Fuel,Delhi,Web,9548,1
741,2313.94,54353,Bills,Bangalore,POS,1968,0
742,1507.59,49996,Fuel,Mumbai,POS,1241,0
743,3738.3,14031,Fuel,Mumbai,Web,5234,0
744,2514.1,80072,Food,Bangalore,Mobile,9338,0
745,1161.83,65982,Bills,Hyderabad,POS,8349,0
746,4497.97,36683,Food,Delhi,Web,6161,0
747,1920.07,17618,Bills,Delhi,POS,9734,0
748,2718.22,6587,Travel,Mumbai,POS,9883,0
749,4532.45,62790,Food,Mumbai,POS,2025,0
750,3121.57,31480,Food,Bangalore,POS,4359,0
751,585.37,20527,Food,Chennai,POS,6257,0
752,4699.22,23569,Online,Hyderabad,Mobile,6736,0
753,3138.91,11151,Food,Chennai,Mobile,8679,0
754,1675.19,71094,Shopping,Chennai,Mobile,3951,0
755,697.22,59174,Shopping,Mumbai,Web,9921,0
756,3970.33,44739,Bills,Mumbai,Mobile,8389,1
757,3100.74,32954,Travel,Mumbai,Mobile,3555,0
758,2667.77,35303,Online,Chennai,Web,2150,0
759,4469.57,34700,Bills,Hyderabad,Mobile,2735,0
760,3943.2,67568,Shopping,Mumbai,POS,8931,0
761,759.22,66788,Online,Delhi,Mobile,2038,0
762,1559.3,71045,Online,Hyderabad,Mobile,7369,0
763,1243.2,37842,Travel,Delhi,Mobile,8127,0
764,3719.99,13900,Online,Hyderabad,POS,3912,0
765,168.63,80059,Food,Mumbai,POS,5840,0
766,2849.88,1881,Online,Bangalore,POS,2242,0
767,3812.53,33037,Travel,Mumbai,POS,9964,0
768,4383.95,1630,Bills,Chennai,Web,9098,0
769,1711.07,20789,Travel,Chennai,POS,4412,0
770,4106.47,83494,Travel,Hyderabad,POS,3499,0
771,554.05,46151,Shopping,Chennai,POS,8160,0
772,4232.42,48920,Food,Mumbai,POS,7110,0
773,638.32,67231,Shopping,Delhi,Web,4545,0
774,1987.04,80357,Bills,Mumbai,Mobile,2213,0
775,3986.68,3262,Fuel,Hyderabad,Mobile,1418,0
776,750.44,66981,Bills,Chennai,POS,5960,0
777,1147.03,81972,Food,Delhi,POS,1788,0
778,3611.54,75485,Online,Bangalore,POS,2871,0
779,3600.46,54722,Travel,Delhi,Mobile,3025,0
780,3206.1,50818,Fuel,Delhi,Mobile,7264,0
781,3470.05,29932,Food,Mumbai,POS,3446,0
782,2714.08,6901,Shopping,Bangalore,Mobile,8429,0
783,1259.74,8597,Travel,Hyderabad,Web,5823,0
784,1729.13,63909,Bills,Hyderabad,POS,9752,0
785,908.81,72391,Shopping,Delhi,POS,3651,0
786,4542.34,84214,Food,Delhi,Web,1539,0
787,2917.38,8263,Food,Chennai,Web,7499,0
788,2004.86,63293,Bills,Bangalore,Mobile,5755,1
789,2310.57,25805,Fuel,Delhi,Web,6959,1
790,4736.47,11874,Bills,Chennai,POS,4289,0
791,767.6,14079,Online,Bangalore,Mobile,6546,0
792,2931.56,49850,Shopping,Hyderabad,Web,3758,0
793,2529.94,72779,Fuel,Chennai,Mobile,6311,0
794,3057.66,9018,Travel,Bangalore,Mobile,5107,0
795,91.53,49500,Online,Chennai,Mobile,2895,0
796,4360.75,12100,Fuel,Delhi,Mobile,3500,0
797,4660.66,57021,Shopping,Mumbai,Web,3829,0
798,2826.1,19800,Food,Hyderabad,POS,1047,0
799,3483.56,63400,Travel,Delhi,POS,3364,0
800,4612.57,29437,Bills,Delhi,Web,6666,0
801,3536.49,76537,Shopping,Bangalore,POS,7458,0
802,763.54,46675,Online,Chennai,Mobile,9945,0
803,2881.87,19942,Online,Hyderabad,Mobile,9177,0
804,3033.97,20862,Food,Delhi,Mobile,8630,0
805,2121.23,11669,Food,Bangalore,Web,8931,0
806,3682.48,53772,Travel,Hyderabad,Mobile,8058,1
807,4671.9,15916,Bills,Chennai,Mobile,3802,0
808,4627.92,10878,Travel,Delhi,Web,9594,0
809,2254.75,2985,Food,Delhi,Mobile,3086,1
810,567.08,73648,Food,Delhi,Mobile,7724,0
811,4924.22,41235,Online,Hyderabad,POS,7155,0
812,4194.65,18931,Food,Hyderabad,Web,2149,0
813,624.19,336,Fuel,Hyderabad,Mobile,1062,0
814,4604.29,42933,Shopping,Hyderabad,Mobile,4153,0
815,4349.61,84899,Food,Bangalore,Mobile,6938,0
816,2594.67,45536,Travel,Mumbai,Mobile,1751,0
817,2956.79,69504,Bills,Bangalore,POS,8776,0
818,1995.61,51148,Bills,Delhi,POS,9849,0
819,274.75,16279,Bills,Bangalore,POS,1700,0
820,1676.65,68665,Fuel,Chennai,POS,2540,0
821,4014.46,71386,Travel,Hyderabad,Web,4032,0
822,24.16,86124,Fuel,Chennai,Mobile,7167,0
823,1668.16,77485,Food,Chennai,POS,7364,0
824,1991.45,74055,Shopping,Delhi,Mobile,2983,0
825,2687.44,77273,Bills,Hyderabad,Web,9506,0
826,4599.36,66670,Travel,Chennai,Mobile,6796,0
827,1732.38,76474,Bills,Delhi,Mobile,8648,0
828,1735.42,54028,Fuel,Hyderabad,POS,8894,0
829,3687.77,71128,Online,Mumbai,POS,3314,0
830,2261.64,18108,Food,Delhi,Web,8959,0
831,1123.8,52495,Shopping,Bangalore,Mobile,2649,0
832,2262.75,82806,Food,Hyderabad,POS,8700,0
833,705.14,76533,Online,Chennai,POS,7900,0
834,882.76,56830,Shopping,Chennai,POS,4800,0
835,2492.34,74640,Online,Bangalore,Web,3478,0
836,2095.21,52509,Food,Bangalore,Mobile,8054,0
837,4574.31,66406,Fuel,Chennai,POS,7059,0
838,1812.61,39519,Food,Hyderabad,Mobile,9433,0
839,2903.36,49649,Food,Delhi,Web,7209,0
840,3161.69,34524,Food,Bangalore,Mobile,8115,0
841,66.46,33885,Travel,Bangalore,POS,3256,0
842,3318.02,44369,Online,Bangalore,Mobile,4368,0
843,891.0,30676,Online,Mumbai,Mobile,8387,0
844,4805.39,64093,Bills,Hyderabad,Web,9558,0
845,744.16,47764,Online,Hyderabad,Web,3827,1
846,2073.71,50799,Bills,Hyderabad,Mobile,3487,0
847,427.66,79414,Travel,Hyderabad,Mobile,4603,0
848,4984.37,72307,Fuel,Hyderabad,Mobile,4521,0
849,2511.47,82062,Bills,Chennai,Web,5517,0
850,2977.33,31923,Food,Bangalore,Web,2643,0
851,336.32,78388,Fuel,Chennai,Mobile,2212,0
852,3750.05,47574,Travel,Mumbai,Web,8345,0
853,1050.32,43391,Online,Delhi,POS,5703,0
854,4490.37,53664,Bills,Bangalore,Web,6434,0
855,1026.49,67384,Food,Mumbai,Web,1019,1
856,954.25,31027,Shopping,Chennai,Web,1675,0
857,183.71,35464,Shopping,Delhi,POS,5477,0
858,2360.86,34485,Fuel,Mumbai,POS,1608,0
859,2824.64,19456,Online,Delhi,POS,7286,0
860,329.48,74795,Shopping,Mumbai,Mobile,1061,0
861,3877.86,35554,Fuel,Chennai,Mobile,2154,0
862,2266.99,46922,Travel,Delhi,POS,4716,0
863,2622.43,13409,Fuel,Mumbai,Mobile,6242,0
864,2204.37,69327,Fuel,Chennai,Mobile,6559,0
865,2004.41,36639,Fuel,Bangalore,Mobile,6022,0
866,2798.64,63627,Food,Chennai,POS,7485,1
867,777.05,83424,Fuel,Chennai,Web,2442,0
868,910.46,19692,Bills,Bangalore,POS,2653,0
869,4309.07,78840,Fuel,Chennai,POS,3502,0
870,4730.63,54200,Food,Bangalore,Mobile,4269,0
871,1867.17,57415,Food,Bangalore,Mobile,1281,0
872,1354.45,18074,Travel,Bangalore,Web,4403,0
873,3220.35,15549,Online,Mumbai,Web,2235,0
874,2044.26,29963,Shopping,Delhi,Web,5760,0
875,127.91,52265,Shopping,Mumbai,Web,7940,0
876,781.61,16061,Fuel,Bangalore,POS,1785,1
877,3580.15,58226,Travel,Delhi,Web,4194,0
878,3294.96,28810,Fuel,Delhi,POS,5789,0
879,136.45,60006,Shopping,Bangalore,Mobile,4775,0
880,1110.64,22800,Food,Delhi,Web,6350,0
881,1156.14,75476,Online,Delhi,Mobile,1533,0
882,3359.79,69460,Travel,Mumbai,Mobile,9593,0
883,99.53,57767,Food,Delhi,POS,4663,0
884,521.44,28054,Online,Bangalore,Web,1129,0
885,3999.78,75319,Travel,Hyderabad,POS,3959,0
886,893.54,45397,Travel,Hyderabad,Mobile,2858,0
887,3264.08,13233,Shopping,Hyderabad,Web,4649,0
888,1191.68,25068,Food,Bangalore,Mobile,4097,0
889,498.11,65727,Travel,Hyderabad,Mobile,4512,0
890,1216.62,70453,Bills,Mumbai,Web,5860,0
891,3611.61,25832,Travel,Bangalore,Web,9833,0
892,4278.63,86242,Online,Bangalore,Web,1723,0
893,4151.27,13682,Shopping,Bangalore,POS,1737,0
894,1986.52,23383,Fuel,Delhi,POS,2299,1
895,3340.76,58160,Shopping,Delhi,Mobile,4480,0
896,1025.72,23666,Fuel,Delhi,Web,1339,0
897,1466.45,58817,Food,Chennai,Mobile,1152,0
898,4481.78,34642,Food,Mumbai,Mobile,6684,0
899,66.0,41830,Travel,Bangalore,Mobile,4051,0
900,428.46,10234,Bills,Bangalore,Mobile,1426,0
901,1040.22,57616,Food,Delhi,Mobile,8146,0
902,133.63,9221,Travel,Bangalore,Web,9125,0
903,908.0,11410,Shopping,Bangalore,POS,7347,0
904,2915.62,80055,Food,Hyderabad,Web,3372,0
905,2107.7,61413,Shopping,Bangalore,Web,9126,0
906,4463.47,1051,Shopping,Chennai,Web,1949,0
907,4087.4,75301,Bills,Delhi,POS,8695,0
908,1709.74,76918,Food,Mumbai,POS,2373,0
909,1297.86,78116,Shopping,Mumbai,POS,8082,0
910,1899.08,56563,Bills,Hyderabad,Web,3482,0
911,2951.88,44757,Bills,Mumbai,POS,8593,0
912,1341.05,77475,Food,Mumbai,Mobile,1370,0
913,3121.12,51257,Bills,Delhi,POS,8837,0
914,2047.65,307,Food,Delhi,Web,3296,0
915,2760.68,56889,Food,Chennai,Web,8034,0
916,2181.2,68895,Fuel,Hyderabad,Mobile,7324,0
917,1473.03,35944,Shopping,Mumbai,POS,8142,0
918,4742.32,38134,Online,Chennai,POS,8028,0
919,3818.27,27323,Food,Hyderabad,Mobile,7479,0
920,701.43,71762,Shopping,Mumbai,Web,5145,0
921,4342.47,25954,Bills,Mumbai,Web,5021,0
922,2437.67,55021,Travel,Delhi,POS,3364,0
923,4472.87,79866,Food,Bangalore,POS,6230,0
924,3999.48,70427,Bills,Hyderabad,POS,6970,0
925,2126.64,4992,Bills,Mumbai,POS,9954,0
926,113.32,1961,Bills,Hyderabad,POS,8300,0
927,1344.12,12497,Bills,Chennai,Web,7755,0
928,2708.63,32551,Bills,Chennai,Web,2004,0
929,3167.76,76384,Food,Bangalore,Web,8057,0
930,1290.18,55755,Online,Mumbai,Web,4755,0
931,697.64,13255,Fuel,Delhi,Mobile,3846,0
932,4174.82,4567,Bills,Mumbai,Web,7262,0
933,4922.03,48847,Bills,Hyderabad,Mobile,9541,0
934,2628.93,48003,Fuel,Chennai,Web,3964,0
935,859.22,20389,Food,Hyderabad,POS,9878,0
936,1362.26,44523,Shopping,Bangalore,POS,5637,0
937,92.93,61576,Travel,Chennai,POS,3755,0
938,4571.58,43919,Travel,Delhi,Mobile,4624,0
939,589.64,82103,Shopping,Chennai,Web,3732,0
940,2883.01,3358,Food,Mumbai,Web,7473,0
941,1371.0,76524,Travel,Mumbai,Mobile,7351,0
942,2771.34,5698,Fuel,Chennai,Mobile,2693,0
943,3257.45,66809,Shopping,Bangalore,Mobile,1684,0
944,4148.88,55805,Online,Mumbai,Mobile,3919,0
945,1032.9,31349,Food,Mumbai,Mobile,8166,0
946,55.97,76777,Shopping,Delhi,POS,4756,0
947,685.29,50248,Travel,Chennai,Web,6454,0
948,4500.19,75033,Food,Mumbai,Mobile,4283,0
949,4369.58,44041,Fuel,Bangalore,POS,5691,0
950,2987.47,31954,Food,Hyderabad,Mobile,7828,0
951,3002.98,8002,Food,Chennai,POS,8350,0
952,3325.52,69783,Fuel,Delhi,Mobile,2156,0
953,877.68,19738,Bills,Mumbai,Web,4061,0
954,4572.15,10703,Fuel,Bangalore,Mobile,8157,0
955,2094.43,49422,Food,Chennai,Mobile,6919,0
956,1916.31,83106,Fuel,Bangalore,Web,6893,0
957,2595.07,61899,Bills,Bangalore,Web,5445,0
958,235.78,12392,Shopping,Delhi,Mobile,7436,0
959,832.25,44724,Fuel,Chennai,Web,2292,0
960,3690.43,32299,Fuel,Mumbai,Web,8902,0
961,414.91,15641,Food,Delhi,POS,3067,0
962,3016.16,79534,Shopping,Mumbai,Web,2979,0
963,1227.5,6305,Online,Hyderabad,Web,2736,0
964,1947.09,18782,Online,Bangalore,Mobile,2918,0
965,1444.18,78257,Travel,Hyderabad,Mobile,1700,0
966,1779.01,77963,Fuel,Bangalore,POS,5046,0
967,3595.51,20566,Fuel,Delhi,Mobile,3073,0
968,1486.31,67766,Shopping,Mumbai,Web,5661,0
969,2832.46,6511,Bills,Mumbai,Web,1394,0
970,2380.78,26177,Online,Delhi,Web,4048,0
971,3318.69,4765,Travel,Chennai,Mobile,4452,0
972,4684.21,20354,Shopping,Hyderabad,Web,1522,0
973,3663.13,23929,Fuel,Hyderabad,Web,9741,0
974,1075.49,28820,Online,Mumbai,POS,2468,0
975,156.88,29523,Travel,Mumbai,POS,7230,0
976,1312.06,71088,Food,Mumbai,POS,9116,0
977,2975.79,66163,Online,Delhi,Mobile,7811,0
978,258.08,77525,Travel,Chennai,Web,2421,0
979,2482.33,13780,Shopping,Hyderabad,Web,8987,0
980,2984.62,6589,Food,Bangalore,Web,1285,0
981,1671.89,34812,Travel,Delhi,POS,3745,0
982,3854.79,45939,Travel,Hyderabad,Web,8108,0
983,533.88,51493,Fuel,Chennai,Web,5464,0
984,376.61,40953,Bills,Delhi,Web,2445,0
985,3641.22,65785,Online,Hyderabad,Web,6837,0
986,2477.96,19309,Fuel,Delhi,Web,2466,0
